"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2025-12-08 14:44:56","A","Crucifixo na máquina","3","10","9","","","kg",
"2025-12-08 14:44:56","A","Crucifixo na máquina","4","10","9","","","kg",
"2025-12-08 14:44:56","A","Elevação frontal com halteres","1","7","12","","","kg",
"2025-12-08 14:44:56","A","Elevação frontal com halteres","2","7","12","","","kg",
"2025-12-08 14:44:56","A","Elevação frontal com halteres","3","7","11","","","kg",
"2025-12-08 14:44:56","A","Elevação frontal com halteres","4","7","10","","","kg",
"2025-12-08 14:44:56","A","Mergulho de tríceps assistido","1","0","6","","","kg",
"2025-12-08 14:44:56","A","Mergulho de tríceps assistido","2","0","6","","","kg",
"2025-12-08 14:44:56","A","Mergulho de tríceps assistido","3","0","5","","","kg",
"2025-12-08 14:44:56","A","Mergulho de tríceps assistido","4","0","5","","","kg",
"2025-12-08 14:44:56","A","Tríceps pulley na polia alta","1","6","13","","","kg",
"2025-12-08 14:44:56","A","Tríceps pulley na polia alta","2","6","11","","","kg",
"2025-12-08 14:44:56","A","Tríceps pulley na polia alta","3","6","10","","","kg",
"2025-12-10 15:47:40","B","Puxada aberta frontal","1","11","13","","","kg",
"2025-12-10 15:47:40","B","Puxada aberta frontal","2","11","12","","","kg",
"2025-12-10 15:47:40","B","Puxada aberta frontal","3","11","10","","","kg",
"2025-12-10 15:47:40","B","Puxada aberta frontal","4","11","9","","","kg",
"2025-12-10 15:47:40","B","Remada na polia sentado","1","11","12","","","kg",
"2025-12-10 15:47:40","B","Remada na polia sentado","2","11","11","","","kg",
"2025-12-10 15:47:40","B","Remada na polia sentado","3","11","10","","","kg",
"2025-12-10 15:47:40","B","Remada na polia sentado","4","11","10","","","kg",
"2025-12-10 15:47:40","B","Puxada pela frente neutra","1","10","12","","","kg",
"2025-12-10 15:47:40","B","Puxada pela frente neutra","2","10","11","","","kg",
"2025-12-10 15:47:40","B","Puxada pela frente neutra","3","10","10","","","kg",
"2025-12-10 15:47:40","B","Puxada pela frente neutra","4","10","9","","","kg",
"2025-12-10 15:47:40","B","Elevação lateral com halteres","1","9","12","","","kg",
"2025-12-10 15:47:40","B","Elevação lateral com halteres","2","9","11","","","kg",
"2025-12-10 15:47:40","B","Elevação lateral com halteres","3","9","10","","","kg",
"2025-12-10 15:47:40","B","Elevação lateral com halteres","4","9","9","","","kg",
"2025-12-10 15:47:40","B","Rosca direta com barra reta","1","15","12","","","kg",
"2025-12-10 15:47:40","B","Rosca direta com barra reta","2","15","12","","","kg",
"2025-12-10 15:47:40","B","Rosca direta com barra reta","3","15","10","","","kg",
"2025-12-10 15:47:40","B","Rosca direta com barra reta","4","15","10","","","kg",
"2025-12-10 15:47:40","B","Rosca alternada com halter","1","9","6","","","kg",
"2025-12-10 15:47:40","B","Rosca alternada com halter","2","9","6","","","kg",
"2025-12-10 15:47:40","B","Rosca alternada com halter","3","9","6","","","kg",
"2025-12-10 15:47:40","B","Rosca alternada com halter","4","9","5","","","kg",
"2025-12-11 15:33:54","C","Agachamento com barra","1","50","12","","","kg",
"2025-12-11 15:33:54","C","Agachamento com barra","2","50","12","","","kg",
"2025-12-11 15:33:54","C","Agachamento com barra","3","50","12","","","kg",
"2025-12-11 15:33:54","C","Agachamento com barra","4","50","12","","","kg",
"2025-12-11 15:33:54","C","Leg press","1","160","12","","","kg",
"2025-12-11 15:33:54","C","Leg press","2","160","13","","","kg",
"2025-12-11 15:33:54","C","Leg press","3","160","12","","","kg",
"2025-12-11 15:33:54","C","Leg press","4","160","12","","","kg",
"2025-12-11 15:33:54","C","Extensão de pernas","1","65","13","","","kg",
"2025-12-11 15:33:54","C","Extensão de pernas","2","65","12","","","kg",
"2025-12-11 15:33:54","C","Extensão de pernas","3","65","11","","","kg",
"2025-12-11 15:33:54","C","Extensão de pernas","4","65","10","","","kg",
"2025-12-11 15:33:54","C","Flexão de pernas deitado","1","55","12","","","kg",
"2025-12-11 15:33:54","C","Flexão de pernas deitado","2","55","11","","","kg",
"2025-12-11 15:33:54","C","Flexão de pernas deitado","3","55","9","","","kg",
"2025-12-11 15:33:54","C","Flexão de pernas deitado","4","55","8","","","kg",
"2025-12-11 15:33:54","C","Panturrilha no leg press","1","8","18","","","kg",
"2025-12-11 15:33:54","C","Panturrilha no leg press","2","8","17","","","kg",
"2025-12-11 15:33:54","C","Panturrilha no leg press","3","8","16","","","kg",
"2025-12-11 15:33:54","C","Panturrilha no leg press","4","8","14","","","kg",
"2025-12-15 15:12:08","A","Supino reto com halteres","1","18","16","","","kg",
"2025-12-15 15:12:08","A","Supino reto com halteres","2","18","16","","","kg",
"2025-12-15 15:12:08","A","Supino reto com halteres","3","18","14","","","kg",
"2025-12-15 15:12:08","A","Supino reto com halteres","4","18","13","","","kg",
"2025-12-15 15:12:08","A","Supino inclinado com halteres","1","14","10","","","kg",
"2025-12-15 15:12:08","A","Supino inclinado com halteres","2","14","9","","","kg",
"2025-12-15 15:12:08","A","Supino inclinado com halteres","3","14","8","","","kg",
"2025-12-15 15:12:08","A","Supino inclinado com halteres","4","14","8","","","kg",
"2025-12-15 15:12:08","A","Crucifixo na máquina","1","10","12","","","kg",
"2025-12-15 15:12:08","A","Crucifixo na máquina","2","10","10","","","kg",
"2025-12-15 15:12:08","A","Crucifixo na máquina","3","10","9","","","kg",
"2025-12-15 15:12:08","A","Crucifixo na máquina","4","10","8","","","kg",
"2025-12-15 15:12:08","A","Elevação frontal com halteres","1","7","14","","","kg",
"2025-12-15 15:12:08","A","Elevação frontal com halteres","2","7","13","","","kg",
"2025-12-15 15:12:08","A","Elevação frontal com halteres","3","7","12","","","kg",
"2025-12-15 15:12:08","A","Elevação frontal com halteres","4","7","12","","","kg",
"2025-12-15 15:12:08","A","Mergulho de tríceps assistido","1","0","6","","","kg",
"2025-12-15 15:12:08","A","Mergulho de tríceps assistido","2","0","6","","","kg",
"2025-12-15 15:12:08","A","Mergulho de tríceps assistido","3","0","5","","","kg",
"2025-12-15 15:12:08","A","Mergulho de tríceps assistido","4","0","5","","","kg",
"2025-12-15 15:12:08","A","Tríceps pulley na polia alta","1","6","13","","","kg",
"2025-12-15 15:12:08","A","Tríceps pulley na polia alta","2","6","12","","","kg",
"2025-12-15 15:12:08","A","Tríceps pulley na polia alta","3","6","10","","","kg",
"2025-12-15 15:12:08","A","Tríceps pulley na polia alta","4","6","10","","","kg",
"2025-12-17 14:21:14","B","Puxada aberta frontal","1","11","13","","","kg",
"2025-12-17 14:21:14","B","Puxada aberta frontal","2","11","12","","","kg",
"2025-12-17 14:21:14","B","Puxada aberta frontal","3","11","10","","","kg",
"2025-12-17 14:21:14","B","Puxada aberta frontal","4","11","9","","","kg",
"2025-12-17 14:21:14","B","Remada na polia sentado","1","11","11","","","kg",
"2025-12-17 14:21:14","B","Remada na polia sentado","2","11","11","","","kg",
"2025-12-17 14:21:14","B","Remada na polia sentado","3","11","10","","","kg",
"2025-12-17 14:21:14","B","Remada na polia sentado","4","11","9","","","kg",
"2025-12-17 14:21:14","B","Puxada pela frente neutra","1","10","12","","","kg",
"2025-12-17 14:21:14","B","Puxada pela frente neutra","2","10","11","","","kg",
"2025-12-17 14:21:14","B","Puxada pela frente neutra","3","10","11","","","kg",
"2025-12-17 14:21:14","B","Puxada pela frente neutra","4","10","10","","","kg",
"2025-12-17 14:21:14","B","Elevação lateral com halteres","1","9","12","","","kg",
"2025-12-17 14:21:14","B","Elevação lateral com halteres","2","9","11","","","kg",
"2025-12-17 14:21:14","B","Elevação lateral com halteres","3","9","10","","","kg",
"2025-12-17 14:21:14","B","Elevação lateral com halteres","4","9","9","","","kg",
"2025-12-17 14:21:14","B","Rosca direta com barra reta","1","15","12","","","kg",
"2025-12-17 14:21:14","B","Rosca direta com barra reta","2","15","12","","","kg",
"2025-12-17 14:21:14","B","Rosca direta com barra reta","3","15","11","","","kg",
"2025-12-17 14:21:14","B","Rosca direta com barra reta","4","15","10","","","kg",
"2025-12-17 14:21:14","B","Rosca alternada com halter","1","7","10","","","kg",
"2025-12-17 14:21:14","B","Rosca alternada com halter","2","7","9","","","kg",
"2025-12-17 14:21:14","B","Rosca alternada com halter","3","7","9","","","kg",
"2025-12-17 14:21:14","B","Rosca alternada com halter","4","7","9","","","kg",
"2025-12-18 17:16:49","C","Agachamento com barra","1","50","13","","","kg",
"2025-12-18 17:16:49","C","Agachamento com barra","2","50","13","","","kg",
"2025-12-18 17:16:49","C","Agachamento com barra","3","50","13","","","kg",
"2025-12-18 17:16:49","C","Agachamento com barra","4","50","12","","","kg",
"2025-12-18 17:16:49","C","Leg press","1","160","13","","","kg",
"2025-12-18 17:16:49","C","Leg press","2","160","13","","","kg",
"2025-12-18 17:16:49","C","Leg press","3","160","12","","","kg",
"2025-12-18 17:16:49","C","Leg press","4","160","12","","","kg",
"2025-12-18 17:16:49","C","Extensão de pernas","1","65","12","","","kg",
"2025-12-18 17:16:49","C","Extensão de pernas","2","65","11","","","kg",
"2025-12-18 17:16:49","C","Extensão de pernas","3","65","10","","","kg",
"2025-12-18 17:16:49","C","Extensão de pernas","4","65","9","","","kg",
"2025-12-18 17:16:49","C","Flexão de pernas deitado","1","55","13","","","kg",
"2025-12-18 17:16:49","C","Flexão de pernas deitado","2","55","11","","","kg",
"2025-12-18 17:16:49","C","Flexão de pernas deitado","3","55","9","","","kg",
"2025-12-18 17:16:49","C","Panturrilha no leg press","1","8","18","","","kg",
"2025-12-18 17:16:49","C","Panturrilha no leg press","2","8","18","","","kg",
"2025-12-18 17:16:49","C","Panturrilha no leg press","3","8","16","","","kg",
"2025-12-18 17:16:49","C","Panturrilha no leg press","4","8","14","","","kg",
"2025-12-22 15:28:28","A","Supino reto com halteres","1","18","15","","","kg",
"2025-12-22 15:28:28","A","Supino reto com halteres","2","18","14","","","kg",
"2025-12-22 15:28:28","A","Supino reto com halteres","3","18","11","","","kg",
"2025-12-22 15:28:28","A","Supino reto com halteres","4","18","10","","","kg",
"2025-12-22 15:28:28","A","Supino inclinado com halteres","1","14","12","","","kg",
"2025-12-22 15:28:28","A","Supino inclinado com halteres","2","14","11","","","kg",
"2025-12-22 15:28:28","A","Supino inclinado com halteres","3","14","9","","","kg",
"2025-12-22 15:28:28","A","Supino inclinado com halteres","4","14","8","","","kg",
"2025-12-22 15:28:28","A","Crucifixo na máquina","1","10","12","","","kg",
"2025-12-22 15:28:28","A","Crucifixo na máquina","2","10","10","","","kg",
"2025-12-22 15:28:28","A","Crucifixo na máquina","3","10","9","","","kg",
"2025-12-22 15:28:28","A","Crucifixo na máquina","4","10","8","","","kg",
"2025-12-22 15:28:28","A","Elevação frontal com halteres","1","7","14","","","kg",
"2025-12-22 15:28:28","A","Elevação frontal com halteres","2","7","14","","","kg",
"2025-12-22 15:28:28","A","Elevação frontal com halteres","3","7","13","","","kg",
"2025-12-22 15:28:28","A","Elevação frontal com halteres","4","7","12","","","kg",
"2025-12-22 15:28:28","A","Mergulho de tríceps assistido","1","0","8","","","kg",
"2025-12-22 15:28:28","A","Mergulho de tríceps assistido","2","0","7","","","kg",
"2025-12-22 15:28:28","A","Mergulho de tríceps assistido","3","0","6","","","kg",
"2025-12-22 15:28:28","A","Mergulho de tríceps assistido","4","0","5","","","kg",
"2025-12-22 15:28:28","A","Tríceps pulley na polia alta","1","6","13","","","kg",
"2025-12-22 15:28:28","A","Tríceps pulley na polia alta","2","6","12","","","kg",
"2025-12-22 15:28:28","A","Tríceps pulley na polia alta","3","6","10","","","kg",
"2025-12-22 15:28:28","A","Tríceps pulley na polia alta","4","6","9","","","kg",
"2025-12-23 15:49:32","B","Puxada aberta frontal","1","11","13","","","kg",
"2025-12-23 15:49:32","B","Puxada aberta frontal","2","11","12","","","kg",
"2025-12-23 15:49:32","B","Puxada aberta frontal","3","11","11","","","kg",
"2025-12-23 15:49:32","B","Puxada aberta frontal","4","11","10","","","kg",
"2025-12-23 15:49:32","B","Remada na polia sentado","1","11","12","","","kg",
"2025-12-23 15:49:32","B","Remada na polia sentado","2","11","11","","","kg",
"2025-12-23 15:49:32","B","Remada na polia sentado","3","11","10","","","kg",
"2025-12-23 15:49:32","B","Remada na polia sentado","4","11","9","","","kg",
"2025-12-23 15:49:32","B","Puxada pela frente neutra","1","10","11","","","kg",
"2025-12-23 15:49:32","B","Puxada pela frente neutra","2","10","11","","","kg",
"2025-12-23 15:49:32","B","Puxada pela frente neutra","3","10","10","","","kg",
"2025-12-23 15:49:32","B","Puxada pela frente neutra","4","10","10","","","kg",
"2025-12-23 15:49:32","B","Elevação lateral com halteres","1","9","12","","","kg",
"2025-12-23 15:49:32","B","Elevação lateral com halteres","2","9","11","","","kg",
"2025-12-23 15:49:32","B","Elevação lateral com halteres","3","9","10","","","kg",
"2025-12-23 15:49:32","B","Elevação lateral com halteres","4","9","10","","","kg",
"2025-12-23 15:49:32","B","Rosca direta com barra reta","1","15","13","","","kg",
"2025-12-23 15:49:32","B","Rosca direta com barra reta","2","15","11","","","kg",
"2025-12-23 15:49:32","B","Rosca direta com barra reta","3","15","10","","","kg",
"2025-12-23 15:49:32","B","Rosca direta com barra reta","4","15","9","","","kg",
"2025-12-23 15:49:32","B","Rosca alternada com halter","1","7","10","","","kg",
"2025-12-23 15:49:32","B","Rosca alternada com halter","2","7","9","","","kg",
"2025-12-23 15:49:32","B","Rosca alternada com halter","3","7","8","","","kg",
"2025-12-23 15:49:32","B","Rosca alternada com halter","4","7","8","","","kg",
"2026-01-20 15:14:43","A","Supino reto com halteres","1","18","16","","","kg",
"2026-01-20 15:14:43","A","Supino reto com halteres","2","18","13","","","kg",
"2026-01-20 15:14:43","A","Supino reto com halteres","3","18","10","","","kg",
"2026-01-20 15:14:43","A","Supino reto com halteres","4","18","10","","","kg",
"2026-01-20 15:14:43","A","Supino inclinado com halteres","1","14","8","","","kg",
"2026-01-20 15:14:43","A","Supino inclinado com halteres","2","14","7","","","kg",
"2026-01-20 15:14:43","A","Supino inclinado com halteres","3","14","7","","","kg",
"2026-01-20 15:14:43","A","Supino inclinado com halteres","4","14","7","","","kg",
"2026-01-20 15:14:43","A","Crucifixo na máquina","1","9","12","","","kg",
"2026-01-20 15:14:43","A","Crucifixo na máquina","2","9","10","","","kg",
"2026-01-20 15:14:43","A","Crucifixo na máquina","3","9","9","","","kg",
"2026-01-20 15:14:43","A","Crucifixo na máquina","4","9","8","","","kg",
"2026-01-20 15:14:43","A","Elevação frontal com halteres","1","6","16","","","kg",
"2026-01-20 15:14:43","A","Elevação frontal com halteres","2","7","12","","","kg",
"2026-01-20 15:14:43","A","Elevação frontal com halteres","3","7","12","","","kg",
"2026-01-20 15:14:43","A","Elevação frontal com halteres","4","7","11","","","kg",
"2026-01-20 15:14:43","A","Mergulho de tríceps assistido","1","0","7","","","kg",
"2026-01-20 15:14:43","A","Mergulho de tríceps assistido","2","0","6","","","kg",
"2026-01-20 15:14:43","A","Mergulho de tríceps assistido","3","0","4","","","kg",
"2026-01-20 15:14:43","A","Mergulho de tríceps assistido","4","0","4","","","kg",
"2026-01-20 15:14:43","A","Tríceps pulley na polia alta","1","6","13","","","kg",
"2026-01-20 15:14:43","A","Tríceps pulley na polia alta","2","6","11","","","kg",
"2026-01-20 15:14:43","A","Tríceps pulley na polia alta","3","6","9","","","kg",
"2026-01-20 15:14:43","A","Tríceps pulley na polia alta","4","6","8","","","kg",
"2026-01-21 15:31:35","B","Puxada aberta frontal","1","11","12","","","kg",
"2026-01-21 15:31:35","B","Puxada aberta frontal","2","11","12","","","kg",
"2026-01-21 15:31:35","B","Puxada aberta frontal","3","11","10","","","kg",
"2026-01-21 15:31:35","B","Puxada aberta frontal","4","11","9","","","kg",
"2026-01-21 15:31:35","B","Remada na polia sentado","1","11","11","","","kg",
"2026-01-21 15:31:35","B","Remada na polia sentado","2","11","10","","","kg",
"2026-01-21 15:31:35","B","Remada na polia sentado","3","11","9","","","kg",
"2026-01-21 15:31:35","B","Remada na polia sentado","4","11","8","","","kg",
"2026-01-21 15:31:35","B","Puxada pela frente neutra","1","10","10","","","kg",
"2026-01-21 15:31:35","B","Puxada pela frente neutra","2","10","9","","","kg",
"2026-01-21 15:31:35","B","Puxada pela frente neutra","3","10","8","","","kg",
"2026-01-21 15:31:35","B","Puxada pela frente neutra","4","10","8","","","kg",
"2026-01-21 15:31:35","B","Elevação lateral com halteres","1","8","13","","","kg",
"2026-01-21 15:31:35","B","Elevação lateral com halteres","2","8","12","","","kg",
"2026-01-21 15:31:35","B","Elevação lateral com halteres","3","8","11","","","kg",
"2026-01-21 15:31:35","B","Elevação lateral com halteres","4","8","10","","","kg",
"2026-01-21 15:31:35","B","Rosca direta com barra reta","1","15","13","","","kg",
"2026-01-21 15:31:35","B","Rosca direta com barra reta","2","15","11","","","kg",
"2026-01-21 15:31:35","B","Rosca direta com barra reta","3","15","9","","","kg",
"2026-01-21 15:31:35","B","Rosca direta com barra reta","4","15","8","","","kg",
"2026-01-21 15:31:35","B","Rosca alternada com halter","1","7","9","","","kg",
"2026-01-21 15:31:35","B","Rosca alternada com halter","2","7","7","","","kg",
"2026-01-21 15:31:35","B","Rosca alternada com halter","3","7","7","","","kg",
"2026-01-21 15:31:35","B","Rosca alternada com halter","4","7","7","","","kg",
"2026-01-22 16:16:06","C","Agachamento com barra","1","50","12","","","kg",
"2026-01-22 16:16:06","C","Agachamento com barra","2","50","12","","","kg",
"2026-01-22 16:16:06","C","Agachamento com barra","3","50","12","","","kg",
"2026-01-22 16:16:06","C","Agachamento com barra","4","50","12","","","kg",
"2026-01-22 16:16:06","C","Leg press","1","160","14","","","kg",
"2026-01-22 16:16:06","C","Leg press","2","160","13","","","kg",
"2026-01-22 16:16:06","C","Leg press","3","160","12","","","kg",
"2026-01-22 16:16:06","C","Leg press","4","160","12","","","kg",
"2026-01-22 16:16:06","C","Extensão de pernas","1","65","13","","","kg",
"2026-01-22 16:16:06","C","Extensão de pernas","2","65","11","","","kg",
"2026-01-22 16:16:06","C","Extensão de pernas","3","65","10","","","kg",
"2026-01-22 16:16:06","C","Extensão de pernas","4","65","9","","","kg",
"2026-01-22 16:16:06","C","Flexão de pernas deitado","1","55","12","","","kg",
"2026-01-22 16:16:06","C","Flexão de pernas deitado","2","55","11","","","kg",
"2026-01-22 16:16:06","C","Flexão de pernas deitado","3","55","8","","","kg",
"2026-01-22 16:16:06","C","Flexão de pernas deitado","4","55","8","","","kg",
"2026-01-22 16:16:06","C","Panturrilha no leg press","1","8","16","","","kg",
"2026-01-22 16:16:06","C","Panturrilha no leg press","2","8","16","","","kg",
"2026-01-22 16:16:06","C","Panturrilha no leg press","3","8","16","","","kg",
"2026-01-22 16:16:06","C","Panturrilha no leg press","4","8","15","","","kg",
"2026-01-26 14:58:19","Seg","Supino reto com barra","1","20","14","","","kg",
"2026-01-26 14:58:19","Seg","Supino reto com barra","2","30","10","","","kg",
"2026-01-26 14:58:19","Seg","Supino reto com barra","3","30","7","","","kg",
"2026-01-26 14:58:19","Seg","Supino inclinado com halteres","1","14","10","","","kg",
"2026-01-26 14:58:19","Seg","Supino inclinado com halteres","2","14","10","","","kg",
"2026-01-26 14:58:19","Seg","Supino inclinado com halteres","3","14","10","","","kg",
"2026-01-26 14:58:19","Seg","Desenvolvimento Máquina ","1","20","8","","","kg",
"2026-01-26 14:58:19","Seg","Desenvolvimento Máquina ","2","20","8","","","kg",
"2026-01-26 14:58:19","Seg","Desenvolvimento Máquina ","3","17.5","10","","","kg",
"2026-01-26 14:58:19","Seg","Elevação lateral com halteres","1","8","13","","","kg",
"2026-01-26 14:58:19","Seg","Elevação lateral com halteres","2","8","12","","","kg",
"2026-01-26 14:58:19","Seg","Elevação lateral com halteres","3","8","12","","","kg",
"2026-01-26 14:58:19","Seg","Elevação lateral com halteres","4","8","12","","","kg",
"2026-01-26 14:58:19","Seg","Tríceps pulley na polia alta","1","7","12","","","kg",
"2026-01-26 14:58:19","Seg","Tríceps pulley na polia alta","2","7","11","","","kg",
"2026-01-26 14:58:19","Seg","Tríceps pulley na polia alta","3","7","10","","","kg",
"2026-01-26 14:58:19","Seg","Tríceps pulley na polia alta","4","7","10","","","kg",
"2026-01-27 15:54:26","Ter","Remada alta com barra","1","20","13","","","kg",
"2026-01-27 15:54:26","Ter","Remada alta com barra","2","20","13","","","kg",
"2026-01-27 15:54:26","Ter","Remada alta com barra","3","25","12","","","kg",
"2026-01-27 15:54:26","Ter","Remada na polia sentado","1","11","12","","","kg",
"2026-01-27 15:54:26","Ter","Remada na polia sentado","2","11","11","","","kg",
"2026-01-27 15:54:26","Ter","Remada na polia sentado","3","11","10","","","kg",
"2026-01-27 15:54:26","Ter","Remada unilateral com halter","1","16","12","","","kg",
"2026-01-27 15:54:26","Ter","Remada unilateral com halter","2","16","12","","","kg",
"2026-01-27 15:54:26","Ter","Remada unilateral com halter","3","16","11","","","kg",
"2026-01-27 15:54:26","Ter","Remada unilateral com halter","4","16","11","","","kg",
"2026-01-27 15:54:26","Ter","Voador inverso","1","8","8","","","kg",
"2026-01-27 15:54:26","Ter","Voador inverso","2","7","10","","","kg",
"2026-01-27 15:54:26","Ter","Voador inverso","3","7","9","","","kg",
"2026-01-27 15:54:26","Ter","Voador inverso","4","7","9","","","kg",
"2026-01-27 15:54:26","Ter","Rosca direta na polia","1","5","14","","","kg",
"2026-01-27 15:54:26","Ter","Rosca direta na polia","2","6","11","","","kg",
"2026-01-27 15:54:26","Ter","Rosca direta na polia","3","6","10","","","kg",
"2026-01-27 15:54:26","Ter","Rosca direta na polia","4","6","10","","","kg",
"2026-01-28 16:01:03","Qua","Agachamento hack na máquina","1","40","13","","","kg",
"2026-01-28 16:01:03","Qua","Agachamento hack na máquina","2","50","12","","","kg",
"2026-01-28 16:01:03","Qua","Agachamento hack na máquina","3","50","11","","","kg",
"2026-01-28 16:01:03","Qua","Leg press","1","160","11","","","kg",
"2026-01-28 16:01:03","Qua","Leg press","2","160","11","","","kg",
"2026-01-28 16:01:03","Qua","Leg press","3","160","11","","","kg",
"2026-01-28 16:01:03","Qua","Leg press","4","160","10","","","kg",
"2026-01-28 16:01:03","Qua","Leg press","5","160","10","","","kg",
"2026-01-28 16:01:03","Qua","Extensão de pernas","1","65","10","","","kg",
"2026-01-28 16:01:03","Qua","Extensão de pernas","2","55","9","","","kg",
"2026-01-28 16:01:03","Qua","Extensão de pernas","3","65","10","","","kg",
"2026-01-28 16:01:03","Qua","Extensão de pernas","4","45","10","","","kg",
"2026-01-28 16:01:03","Qua","Extensão de pernas","5","65","10","","","kg",
"2026-01-28 16:01:03","Qua","Extensão de pernas","6","45","10","","","kg",
"2026-01-28 16:01:03","Qua","Flexão de pernas deitado","1","35","13","","","kg",
"2026-01-28 16:01:03","Qua","Flexão de pernas deitado","2","35","12","","","kg",
"2026-01-28 16:01:03","Qua","Flexão de pernas deitado","3","35","11","","","kg",
"2026-01-28 16:01:03","Qua","Flexão de pernas deitado","4","35","10","","","kg",
"2026-01-28 16:01:03","Qua","Panturrilha no leg press","1","85","17","","","kg",
"2026-01-28 16:01:03","Qua","Panturrilha no leg press","2","85","16","","","kg",
"2026-01-28 16:01:03","Qua","Panturrilha no leg press","3","85","15","","","kg",
"2026-01-28 16:01:03","Qua","Panturrilha no leg press","4","85","14","","","kg",
"2026-01-28 16:01:03","Qua","Panturrilha no leg press","5","85","14","","","kg",
"2026-01-29 17:03:01","Qui","Supino inclinado com halteres","1","14","15","","","kg",
"2026-01-29 17:03:01","Qui","Supino inclinado com halteres","2","16","11","","","kg",
"2026-01-29 17:03:01","Qui","Supino inclinado com halteres","3","16","11","","","kg",
"2026-01-29 17:03:01","Qui","Remada curvada com barra","1","35","15","","","kg",
"2026-01-29 17:03:01","Qui","Remada curvada com barra","2","40","11","","","kg",
"2026-01-29 17:03:01","Qui","Remada curvada com barra","3","40","10","","","kg",
"2026-01-29 17:03:01","Qui","Elevação frontal com halteres","1","7","14","","","kg",
"2026-01-29 17:03:01","Qui","Elevação frontal com halteres","2","8","11","","","kg",
"2026-01-29 17:03:01","Qui","Elevação frontal com halteres","3","8","10","","","kg",
"2026-01-29 17:03:01","Qui","Elevação unilateral na polia","1","2","10","","","kg",
"2026-01-29 17:03:01","Qui","Elevação unilateral na polia","2","2","10","","","kg",
"2026-01-29 17:03:01","Qui","Elevação unilateral na polia","3","2","10","","","kg",
"2026-01-29 17:03:01","Qui","Voador inverso","1","7","10","","","kg",
"2026-01-29 17:03:01","Qui","Voador inverso","2","7","10","","","kg",
"2026-01-29 17:03:01","Qui","Voador inverso","3","7","10","","","kg",
"2026-01-31 14:32:53","Sex","Triceps Extensions With Barbell","1","4","14","","","kg",
"2026-01-31 14:32:53","Sex","Triceps Extensions With Barbell","2","5","11","","","kg",
"2026-01-31 14:32:53","Sex","Triceps Extensions With Barbell","3","5","10","","","kg",
"2026-01-31 14:32:53","Sex","Tríceps francês sentado com halter","1","14","8","","","kg",
"2026-01-31 14:32:53","Sex","Tríceps francês sentado com halter","2","12","8","","","kg",
"2026-01-31 14:32:53","Sex","Tríceps francês sentado com halter","3","12","8","","","kg",
"2026-01-31 14:32:53","Sex","Tríceps pulley na polia alta","1","4","10","","","kg",
"2026-01-31 14:32:53","Sex","Tríceps pulley na polia alta","2","4","11","","","kg",
"2026-01-31 14:32:53","Sex","Tríceps pulley na polia alta","3","4","10","","","kg",
"2026-01-31 14:32:53","Sex","Rosca direta com halter","1","8","15","","","kg",
"2026-01-31 14:32:53","Sex","Rosca direta com halter","2","10","10","","","kg",
"2026-01-31 14:32:53","Sex","Rosca direta com halter","3","10","8","","","kg",
"2026-01-31 14:32:53","Sex","Rosca Scott com barra","1","4","12","","","kg",
"2026-01-31 14:32:53","Sex","Rosca Scott com barra","2","4","10","","","kg",
"2026-01-31 14:32:53","Sex","Rosca Scott com barra","3","4","10","","","kg",
"2026-02-03 15:14:03","Seg","Supino reto com barra","1","25","14","","","kg",
"2026-02-03 15:14:03","Seg","Supino reto com barra","2","25","11","","","kg",
"2026-02-03 15:14:03","Seg","Supino reto com barra","3","25","8","","","kg",
"2026-02-03 15:14:03","Seg","Supino inclinado com halteres","1","14","11","","","kg",
"2026-02-03 15:14:03","Seg","Supino inclinado com halteres","2","14","9","","","kg",
"2026-02-03 15:14:03","Seg","Supino inclinado com halteres","3","14","9","","","kg",
"2026-02-03 15:14:03","Seg","Desenvolvimento Máquina ","1","20","10","","","kg",
"2026-02-03 15:14:03","Seg","Desenvolvimento Máquina ","2","20","9","","","kg",
"2026-02-03 15:14:03","Seg","Desenvolvimento Máquina ","3","20","9","","","kg",
"2026-02-03 15:14:03","Seg","Elevação lateral com halteres","1","8","13","","","kg",
"2026-02-03 15:14:03","Seg","Elevação lateral com halteres","2","8","12","","","kg",
"2026-02-03 15:14:03","Seg","Elevação lateral com halteres","3","8","12","","","kg",
"2026-02-03 15:14:03","Seg","Elevação lateral com halteres","4","8","11","","","kg",
"2026-02-03 15:14:03","Seg","Tríceps pulley na polia alta","1","6","14","","","kg",
"2026-02-03 15:14:03","Seg","Tríceps pulley na polia alta","2","7","12","","","kg",
"2026-02-03 15:14:03","Seg","Tríceps pulley na polia alta","3","7","11","","","kg",
"2026-02-03 15:14:03","Seg","Tríceps pulley na polia alta","4","7","10","","","kg",
"2026-02-04 15:31:55","Ter","Remada alta com barra","1","25","14","","","kg",
"2026-02-04 15:31:55","Ter","Remada alta com barra","2","30","13","","","kg",
"2026-02-04 15:31:55","Ter","Remada alta com barra","3","30","12","","","kg",
"2026-02-04 15:31:55","Ter","Remada na polia sentado","1","11","14","","","kg",
"2026-02-04 15:31:55","Ter","Remada na polia sentado","2","12","11","","","kg",
"2026-02-04 15:31:55","Ter","Remada na polia sentado","3","12","10","","","kg",
