"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2025-09-15 14:46:34","A","Tríceps pulley na polia alta","4","6","9","","","kg",
"2025-09-16 14:43:35","B","Puxada aberta frontal","1","11","13","","","kg",
"2025-09-16 14:43:35","B","Puxada aberta frontal","2","11","12","","","kg",
"2025-09-16 14:43:35","B","Puxada aberta frontal","3","11","11","","","kg",
"2025-09-16 14:43:35","B","Puxada aberta frontal","4","11","10","","","kg",
"2025-09-16 14:43:35","B","Remada na polia sentado","1","10","12","","","kg",
"2025-09-16 14:43:35","B","Remada na polia sentado","2","10","12","","","kg",
"2025-09-16 14:43:35","B","Remada na polia sentado","3","10","11","","","kg",
"2025-09-16 14:43:35","B","Remada na polia sentado","4","10","11","","","kg",
"2025-09-16 14:43:35","B","Puxada pela frente neutra","1","10","10","","","kg",
"2025-09-16 14:43:35","B","Puxada pela frente neutra","2","10","9","","","kg",
"2025-09-16 14:43:35","B","Puxada pela frente neutra","3","10","9","","","kg",
"2025-09-16 14:43:35","B","Puxada pela frente neutra","4","10","8","","","kg",
"2025-09-16 14:43:35","B","Elevação lateral com halteres","1","9","10","","","kg",
"2025-09-16 14:43:35","B","Elevação lateral com halteres","2","9","9","","","kg",
"2025-09-16 14:43:35","B","Elevação lateral com halteres","3","9","9","","","kg",
"2025-09-16 14:43:35","B","Elevação lateral com halteres","4","9","8","","","kg",
"2025-09-16 14:43:35","B","Rosca direta com barra reta","1","15","12","","","kg",
"2025-09-16 14:43:35","B","Rosca direta com barra reta","2","15","11","","","kg",
"2025-09-16 14:43:35","B","Rosca direta com barra reta","3","15","10","","","kg",
"2025-09-16 14:43:35","B","Rosca direta com barra reta","4","15","9","","","kg",
"2025-09-16 14:43:35","B","Rosca alternada com halter","1","7","9","","","kg",
"2025-09-16 14:43:35","B","Rosca alternada com halter","2","7","9","","","kg",
"2025-09-16 14:43:35","B","Rosca alternada com halter","3","7","8","","","kg",
"2025-09-16 14:43:35","B","Rosca alternada com halter","4","7","9","","","kg",
"2025-09-17 14:49:47","C","Agachamento com barra","1","50","12","","","kg",
"2025-09-17 14:49:47","C","Agachamento com barra","2","50","11","","","kg",
"2025-09-17 14:49:47","C","Agachamento com barra","3","50","10","","","kg",
"2025-09-17 14:49:47","C","Agachamento com barra","4","50","10","","","kg",
"2025-09-17 14:49:47","C","Leg press","1","180","11","","","kg",
"2025-09-17 14:49:47","C","Leg press","2","180","10","","","kg",
"2025-09-17 14:49:47","C","Leg press","3","180","9","","","kg",
"2025-09-17 14:49:47","C","Leg press","4","180","8","","","kg",
"2025-09-17 14:49:47","C","Extensão de pernas","1","55","14","","","kg",
"2025-09-17 14:49:47","C","Extensão de pernas","2","65","13","","","kg",
"2025-09-17 14:49:47","C","Extensão de pernas","3","65","13","","","kg",
"2025-09-17 14:49:47","C","Extensão de pernas","4","65","12","","","kg",
"2025-09-17 14:49:47","C","Flexão de pernas deitado","1","55","11","","","kg",
"2025-09-17 14:49:47","C","Flexão de pernas deitado","2","55","11","","","kg",
"2025-09-17 14:49:47","C","Flexão de pernas deitado","3","55","10","","","kg",
"2025-09-17 14:49:47","C","Flexão de pernas deitado","4","55","9","","","kg",
"2025-09-17 14:49:47","C","Panturrilha no leg press","1","8","16","","","kg",
"2025-09-17 14:49:47","C","Panturrilha no leg press","2","8","15","","","kg",
"2025-09-17 14:49:47","C","Panturrilha no leg press","3","8","15","","","kg",
"2025-09-17 14:49:47","C","Panturrilha no leg press","4","8","14","","","kg",
"2025-09-18 14:26:00","A","Supino reto com halteres","1","18","10","","","kg",
"2025-09-18 14:26:00","A","Supino reto com halteres","2","18","9","","","kg",
"2025-09-18 14:26:00","A","Supino reto com halteres","3","18","8","","","kg",
"2025-09-18 14:26:00","A","Supino reto com halteres","4","18","8","","","kg",
"2025-09-18 14:26:00","A","Supino inclinado com halteres","1","14","12","","","kg",
"2025-09-18 14:26:00","A","Supino inclinado com halteres","2","14","12","","","kg",
"2025-09-18 14:26:00","A","Supino inclinado com halteres","3","14","11","","","kg",
"2025-09-18 14:26:00","A","Supino inclinado com halteres","4","14","10","","","kg",
"2025-09-18 14:26:00","A","Crucifixo na máquina","1","9","15","","","kg",
"2025-09-18 14:26:00","A","Crucifixo na máquina","2","10","13","","","kg",
"2025-09-18 14:26:00","A","Crucifixo na máquina","3","10","12","","","kg",
"2025-09-18 14:26:00","A","Crucifixo na máquina","4","10","11","","","kg",
"2025-09-18 14:26:00","A","Elevação frontal com halteres","1","7","11","","","kg",
"2025-09-18 14:26:00","A","Elevação frontal com halteres","2","7","10","","","kg",
"2025-09-18 14:26:00","A","Elevação frontal com halteres","3","7","10","","","kg",
"2025-09-18 14:26:00","A","Elevação frontal com halteres","4","7","10","","","kg",
"2025-09-18 14:26:00","A","Mergulho de tríceps assistido","1","0","7","","","kg",
"2025-09-18 14:26:00","A","Mergulho de tríceps assistido","2","0","6","","","kg",
"2025-09-18 14:26:00","A","Mergulho de tríceps assistido","3","0","6","","","kg",
"2025-09-18 14:26:00","A","Mergulho de tríceps assistido","4","0","5","","","kg",
"2025-09-18 14:26:00","A","Tríceps pulley na polia alta","1","6","13","","","kg",
"2025-09-18 14:26:00","A","Tríceps pulley na polia alta","2","6","12","","","kg",
"2025-09-18 14:26:00","A","Tríceps pulley na polia alta","3","6","11","","","kg",
"2025-09-18 14:26:00","A","Tríceps pulley na polia alta","4","6","10","","","kg",
"2025-09-22 14:37:13","A","Supino reto com halteres","1","18","16","","","kg",
"2025-09-22 14:37:13","A","Supino reto com halteres","2","18","16","","","kg",
"2025-09-22 14:37:13","A","Supino reto com halteres","3","20","11","","","kg",
"2025-09-22 14:37:13","A","Supino reto com halteres","4","20","10","","","kg",
"2025-09-22 14:37:13","A","Supino inclinado com halteres","1","14","10","","","kg",
"2025-09-22 14:37:13","A","Supino inclinado com halteres","2","14","9","","","kg",
"2025-09-22 14:37:13","A","Supino inclinado com halteres","3","14","9","","","kg",
"2025-09-22 14:37:13","A","Supino inclinado com halteres","4","14","9","","","kg",
"2025-09-22 14:37:13","A","Crucifixo na máquina","1","10","11","","","kg",
"2025-09-22 14:37:13","A","Crucifixo na máquina","2","10","10","","","kg",
"2025-09-22 14:37:13","A","Crucifixo na máquina","3","10","9","","","kg",
"2025-09-22 14:37:13","A","Crucifixo na máquina","4","9","9","","","kg",
"2025-09-22 14:37:13","A","Elevação frontal com halteres","1","7","12","","","kg",
"2025-09-22 14:37:13","A","Elevação frontal com halteres","2","7","11","","","kg",
"2025-09-22 14:37:13","A","Elevação frontal com halteres","3","7","11","","","kg",
"2025-09-22 14:37:13","A","Elevação frontal com halteres","4","7","10","","","kg",
"2025-09-22 14:37:13","A","Mergulho de tríceps assistido","1","0","8","","","kg",
"2025-09-22 14:37:13","A","Mergulho de tríceps assistido","2","0","7","","","kg",
"2025-09-22 14:37:13","A","Mergulho de tríceps assistido","3","0","6","","","kg",
"2025-09-22 14:37:13","A","Mergulho de tríceps assistido","4","0","4","","","kg",
"2025-09-22 14:37:13","A","Tríceps pulley na polia alta","1","6","13","","","kg",
"2025-09-22 14:37:13","A","Tríceps pulley na polia alta","2","6","12","","","kg",
"2025-09-22 14:37:13","A","Tríceps pulley na polia alta","3","6","11","","","kg",
"2025-09-22 14:37:13","A","Tríceps pulley na polia alta","4","6","10","","","kg",
"2025-09-23 14:39:35","B","Puxada aberta frontal","1","11","14","","","kg",
"2025-09-23 14:39:35","B","Puxada aberta frontal","2","11","12","","","kg",
"2025-09-23 14:39:35","B","Puxada aberta frontal","3","11","11","","","kg",
"2025-09-23 14:39:35","B","Puxada aberta frontal","4","11","10","","","kg",
"2025-09-23 14:39:35","B","Remada na polia sentado","1","10","12","","","kg",
"2025-09-23 14:39:35","B","Remada na polia sentado","2","10","12","","","kg",
"2025-09-23 14:39:35","B","Remada na polia sentado","3","10","12","","","kg",
"2025-09-23 14:39:35","B","Remada na polia sentado","4","10","11","","","kg",
"2025-09-23 14:39:35","B","Puxada pela frente neutra","1","10","10","","","kg",
"2025-09-23 14:39:35","B","Puxada pela frente neutra","2","10","9","","","kg",
"2025-09-23 14:39:35","B","Puxada pela frente neutra","3","10","8","","","kg",
"2025-09-23 14:39:35","B","Puxada pela frente neutra","4","10","9","","","kg",
"2025-09-23 14:39:35","B","Elevação lateral com halteres","1","9","11","","","kg",
"2025-09-23 14:39:35","B","Elevação lateral com halteres","2","9","10","","","kg",
"2025-09-23 14:39:35","B","Elevação lateral com halteres","3","9","9","","","kg",
"2025-09-23 14:39:35","B","Elevação lateral com halteres","4","7","10","","","kg",
"2025-09-23 14:39:35","B","Rosca direta com barra reta","1","15","13","","","kg",
"2025-09-23 14:39:35","B","Rosca direta com barra reta","2","15","12","","","kg",
"2025-09-23 14:39:35","B","Rosca direta com barra reta","3","15","11","","","kg",
"2025-09-23 14:39:35","B","Rosca direta com barra reta","4","15","10","","","kg",
"2025-09-23 14:39:35","B","Rosca alternada com halter","1","7","10","","","kg",
"2025-09-23 14:39:35","B","Rosca alternada com halter","2","7","9","","","kg",
"2025-09-23 14:39:35","B","Rosca alternada com halter","3","7","9","","","kg",
"2025-09-23 14:39:35","B","Rosca alternada com halter","4","7","9","","","kg",
"2025-09-24 14:37:25","C","Agachamento com barra","1","50","12","","","kg",
"2025-09-24 14:37:25","C","Agachamento com barra","2","50","12","","","kg",
"2025-09-24 14:37:25","C","Agachamento com barra","3","50","12","","","kg",
"2025-09-24 14:37:25","C","Agachamento com barra","4","50","12","","","kg",
"2025-09-24 14:37:25","C","Leg press","1","160","14","","","kg",
"2025-09-24 14:37:25","C","Leg press","2","180","11","","","kg",
"2025-09-24 14:37:25","C","Leg press","3","180","10","","","kg",
"2025-09-24 14:37:25","C","Leg press","4","180","10","","","kg",
"2025-09-24 14:37:25","C","Extensão de pernas","1","55","14","","","kg",
"2025-09-24 14:37:25","C","Extensão de pernas","2","65","12","","","kg",
"2025-09-24 14:37:25","C","Extensão de pernas","3","65","10","","","kg",
"2025-09-24 14:37:25","C","Extensão de pernas","4","65","10","","","kg",
"2025-09-24 14:37:25","C","Flexão de pernas deitado","1","55","12","","","kg",
"2025-09-24 14:37:25","C","Flexão de pernas deitado","2","55","11","","","kg",
"2025-09-24 14:37:25","C","Flexão de pernas deitado","3","55","10","","","kg",
"2025-09-24 14:37:25","C","Flexão de pernas deitado","4","55","9","","","kg",
"2025-09-24 14:37:25","C","Panturrilha no leg press","1","8","16","","","kg",
"2025-09-24 14:37:25","C","Panturrilha no leg press","2","8","15","","","kg",
"2025-09-24 14:37:25","C","Panturrilha no leg press","3","8","14","","","kg",
"2025-09-24 14:37:25","C","Panturrilha no leg press","4","8","14","","","kg",
"2025-09-25 15:29:16","A","Supino reto com halteres","1","18","10","","","kg",
"2025-09-25 15:29:16","A","Supino reto com halteres","2","18","10","","","kg",
"2025-09-25 15:29:16","A","Supino reto com halteres","3","18","9","","","kg",
"2025-09-25 15:29:16","A","Supino reto com halteres","4","18","8","","","kg",
"2025-09-25 15:29:16","A","Supino inclinado com halteres","1","14","13","","","kg",
"2025-09-25 15:29:16","A","Supino inclinado com halteres","2","14","12","","","kg",
"2025-09-25 15:29:16","A","Supino inclinado com halteres","3","14","12","","","kg",
"2025-09-25 15:29:16","A","Supino inclinado com halteres","4","14","11","","","kg",
"2025-09-25 15:29:16","A","Crucifixo na máquina","1","10","14","","","kg",
"2025-09-25 15:29:16","A","Crucifixo na máquina","2","10","14","","","kg",
"2025-09-25 15:29:16","A","Crucifixo na máquina","3","10","12","","","kg",
"2025-09-25 15:29:16","A","Crucifixo na máquina","4","10","11","","","kg",
"2025-09-25 15:29:16","A","Elevação frontal com halteres","1","7","11","","","kg",
"2025-09-25 15:29:16","A","Elevação frontal com halteres","2","7","10","","","kg",
"2025-09-25 15:29:16","A","Elevação frontal com halteres","3","7","10","","","kg",
"2025-09-25 15:29:16","A","Elevação frontal com halteres","4","7","10","","","kg",
"2025-09-25 15:29:16","A","Mergulho de tríceps assistido","1","0","8","","","kg",
"2025-09-25 15:29:16","A","Mergulho de tríceps assistido","2","0","7","","","kg",
"2025-09-25 15:29:16","A","Mergulho de tríceps assistido","3","0","6","","","kg",
"2025-09-25 15:29:16","A","Mergulho de tríceps assistido","4","0","6","","","kg",
"2025-09-25 15:29:16","A","Tríceps pulley na polia alta","1","6","13","","","kg",
"2025-09-25 15:29:16","A","Tríceps pulley na polia alta","2","6","11","","","kg",
"2025-09-25 15:29:16","A","Tríceps pulley na polia alta","3","6","10","","","kg",
"2025-09-25 15:29:16","A","Tríceps pulley na polia alta","4","6","9","","","kg",
"2025-09-29 14:47:23","A","Supino reto com halteres","1","18","16","","","kg",
"2025-09-29 14:47:23","A","Supino reto com halteres","2","20","14","","","kg",
"2025-09-29 14:47:23","A","Supino reto com halteres","3","20","12","","","kg",
"2025-09-29 14:47:23","A","Supino reto com halteres","4","20","10","","","kg",
"2025-09-29 14:47:23","A","Supino inclinado com halteres","1","14","12","","","kg",
"2025-09-29 14:47:23","A","Supino inclinado com halteres","2","14","11","","","kg",
"2025-09-29 14:47:23","A","Supino inclinado com halteres","3","14","11","","","kg",
"2025-09-29 14:47:23","A","Supino inclinado com halteres","4","14","11","","","kg",
"2025-09-29 14:47:23","A","Crucifixo na máquina","1","10","13","","","kg",
"2025-09-29 14:47:23","A","Crucifixo na máquina","2","10","11","","","kg",
"2025-09-29 14:47:23","A","Crucifixo na máquina","3","10","11","","","kg",
"2025-09-29 14:47:23","A","Crucifixo na máquina","4","10","10","","","kg",
"2025-09-29 14:47:23","A","Elevação frontal com halteres","1","7","11","","","kg",
"2025-09-29 14:47:23","A","Elevação frontal com halteres","2","7","11","","","kg",
"2025-09-29 14:47:23","A","Elevação frontal com halteres","3","7","10","","","kg",
"2025-09-29 14:47:23","A","Elevação frontal com halteres","4","7","10","","","kg",
"2025-09-29 14:47:23","A","Mergulho de tríceps assistido","1","0","6","","","kg",
"2025-09-29 14:47:23","A","Mergulho de tríceps assistido","2","0","6","","","kg",
"2025-09-29 14:47:23","A","Mergulho de tríceps assistido","3","0","5","","","kg",
"2025-09-29 14:47:23","A","Mergulho de tríceps assistido","4","0","5","","","kg",
"2025-09-29 14:47:23","A","Tríceps pulley na polia alta","1","6","13","","","kg",
"2025-09-29 14:47:23","A","Tríceps pulley na polia alta","2","6","11","","","kg",
"2025-09-29 14:47:23","A","Tríceps pulley na polia alta","3","6","10","","","kg",
"2025-09-29 14:47:23","A","Tríceps pulley na polia alta","4","6","9","","","kg",
"2025-10-01 14:41:42","B","Puxada aberta frontal","1","11","15","","","kg",
"2025-10-01 14:41:42","B","Puxada aberta frontal","2","11","14","","","kg",
"2025-10-01 14:41:42","B","Puxada aberta frontal","3","11","13","","","kg",
"2025-10-01 14:41:42","B","Puxada aberta frontal","4","11","11","","","kg",
"2025-10-01 14:41:42","B","Remada na polia sentado","1","10","12","","","kg",
"2025-10-01 14:41:42","B","Remada na polia sentado","2","10","12","","","kg",
"2025-10-01 14:41:42","B","Remada na polia sentado","3","11","11","","","kg",
"2025-10-01 14:41:42","B","Remada na polia sentado","4","11","11","","","kg",
"2025-10-01 14:41:42","B","Puxada pela frente neutra","1","10","11","","","kg",
"2025-10-01 14:41:42","B","Puxada pela frente neutra","2","10","10","","","kg",
"2025-10-01 14:41:42","B","Puxada pela frente neutra","3","10","9","","","kg",
"2025-10-01 14:41:42","B","Puxada pela frente neutra","4","10","9","","","kg",
"2025-10-01 14:41:42","B","Elevação lateral com halteres","1","7","13","","","kg",
"2025-10-01 14:41:42","B","Elevação lateral com halteres","2","7","12","","","kg",
"2025-10-01 14:41:42","B","Elevação lateral com halteres","3","7","11","","","kg",
"2025-10-01 14:41:42","B","Elevação lateral com halteres","4","7","10","","","kg",
"2025-10-01 14:41:42","B","Rosca direta com barra reta","1","15","13","","","kg",
"2025-10-01 14:41:42","B","Rosca direta com barra reta","2","15","12","","","kg",
"2025-10-01 14:41:42","B","Rosca direta com barra reta","3","15","11","","","kg",
"2025-10-01 14:41:42","B","Rosca direta com barra reta","4","15","10","","","kg",
"2025-10-01 14:41:42","B","Rosca alternada com halter","1","7","10","","","kg",
"2025-10-01 14:41:42","B","Rosca alternada com halter","2","7","9","","","kg",
"2025-10-01 14:41:42","B","Rosca alternada com halter","3","7","9","","","kg",
"2025-10-01 14:41:42","B","Rosca alternada com halter","4","7","9","","","kg",
"2025-10-06 14:55:57","A","Supino reto com halteres","1","18","17","","","kg",
"2025-10-06 14:55:57","A","Supino reto com halteres","2","20","14","","","kg",
"2025-10-06 14:55:57","A","Supino reto com halteres","3","20","13","","","kg",
"2025-10-06 14:55:57","A","Supino reto com halteres","4","20","11","","","kg",
"2025-10-06 14:55:57","A","Supino inclinado com halteres","1","14","11","","","kg",
"2025-10-06 14:55:57","A","Supino inclinado com halteres","2","14","11","","","kg",
"2025-10-06 14:55:57","A","Supino inclinado com halteres","3","14","10","","","kg",
"2025-10-06 14:55:57","A","Supino inclinado com halteres","4","14","9","","","kg",
"2025-10-06 14:55:57","A","Crucifixo na máquina","1","10","12","","","kg",
"2025-10-06 14:55:57","A","Crucifixo na máquina","2","10","10","","","kg",
"2025-10-06 14:55:57","A","Crucifixo na máquina","3","10","10","","","kg",
"2025-10-06 14:55:57","A","Crucifixo na máquina","4","9","10","","","kg",
"2025-10-06 14:55:57","A","Elevação frontal com halteres","1","7","12","","","kg",
"2025-10-06 14:55:57","A","Elevação frontal com halteres","2","7","11","","","kg",
"2025-10-06 14:55:57","A","Elevação frontal com halteres","3","7","10","","","kg",
"2025-10-06 14:55:57","A","Elevação frontal com halteres","4","7","9","","","kg",
"2025-10-06 14:55:57","A","Mergulho de tríceps assistido","1","0","5","","","kg",
"2025-10-06 14:55:57","A","Mergulho de tríceps assistido","2","0","5","","","kg",
"2025-10-06 14:55:57","A","Mergulho de tríceps assistido","3","0","4","","","kg",
"2025-10-06 14:55:57","A","Mergulho de tríceps assistido","4","0","4","","","kg",
"2025-10-06 14:55:57","A","Tríceps pulley na polia alta","1","6","12","","","kg",
"2025-10-06 14:55:57","A","Tríceps pulley na polia alta","2","6","11","","","kg",
"2025-10-06 14:55:57","A","Tríceps pulley na polia alta","3","6","10","","","kg",
"2025-10-06 14:55:57","A","Tríceps pulley na polia alta","4","6","9","","","kg",
"2025-10-07 14:24:14","B","Puxada aberta frontal","1","11","16","","","kg",
"2025-10-07 14:24:14","B","Puxada aberta frontal","2","11","15","","","kg",
"2025-10-07 14:24:14","B","Puxada aberta frontal","3","11","13","","","kg",
"2025-10-07 14:24:14","B","Puxada aberta frontal","4","11","11","","","kg",
"2025-10-07 14:24:14","B","Remada na polia sentado","1","11","12","","","kg",
"2025-10-07 14:24:14","B","Remada na polia sentado","2","11","11","","","kg",
"2025-10-07 14:24:14","B","Remada na polia sentado","3","11","10","","","kg",
"2025-10-07 14:24:14","B","Remada na polia sentado","4","11","10","","","kg",
"2025-10-07 14:24:14","B","Puxada pela frente neutra","1","10","10","","","kg",
"2025-10-07 14:24:14","B","Puxada pela frente neutra","2","10","10","","","kg",
"2025-10-07 14:24:14","B","Puxada pela frente neutra","3","10","9","","","kg",
"2025-10-07 14:24:14","B","Puxada pela frente neutra","4","10","8","","","kg",
"2025-10-07 14:24:14","B","Elevação lateral com halteres","1","7","13","","","kg",
"2025-10-07 14:24:14","B","Elevação lateral com halteres","2","7","12","","","kg",
"2025-10-07 14:24:14","B","Elevação lateral com halteres","3","7","11","","","kg",
"2025-10-07 14:24:14","B","Elevação lateral com halteres","4","7","10","","","kg",
"2025-10-07 14:24:14","B","Rosca direta com barra reta","1","15","12","","","kg",
"2025-10-07 14:24:14","B","Rosca direta com barra reta","2","15","11","","","kg",
"2025-10-07 14:24:14","B","Rosca direta com barra reta","3","15","10","","","kg",
"2025-10-07 14:24:14","B","Rosca direta com barra reta","4","15","9","","","kg",
"2025-10-07 14:24:14","B","Rosca alternada com halter","1","7","10","","","kg",
"2025-10-07 14:24:14","B","Rosca alternada com halter","2","7","9","","","kg",
"2025-10-07 14:24:14","B","Rosca alternada com halter","3","7","8","","","kg",
"2025-10-07 14:24:14","B","Rosca alternada com halter","4","7","7","","","kg",
"2025-10-08 14:27:23","C","Agachamento com barra","1","60","10","","","kg",
"2025-10-08 14:27:23","C","Agachamento com barra","2","60","10","","","kg",
"2025-10-08 14:27:23","C","Agachamento com barra","3","60","9","","","kg",
"2025-10-08 14:27:23","C","Agachamento com barra","4","60","8","","","kg",
"2025-10-08 14:27:23","C","Leg press","1","160","12","","","kg",
"2025-10-08 14:27:23","C","Leg press","2","160","10","","","kg",
"2025-10-08 14:27:23","C","Leg press","3","160","10","","","kg",
"2025-10-08 14:27:23","C","Leg press","4","160","9","","","kg",
"2025-10-08 14:27:23","C","Extensão de pernas","1","65","13","","","kg",
"2025-10-08 14:27:23","C","Extensão de pernas","2","65","13","","","kg",
"2025-10-08 14:27:23","C","Extensão de pernas","3","65","12","","","kg",
"2025-10-08 14:27:23","C","Extensão de pernas","4","65","10","","","kg",
"2025-10-08 14:27:23","C","Flexão de pernas deitado","1","55","12","","","kg",
"2025-10-08 14:27:23","C","Flexão de pernas deitado","2","55","11","","","kg",
"2025-10-08 14:27:23","C","Flexão de pernas deitado","3","55","11","","","kg",
"2025-10-08 14:27:23","C","Flexão de pernas deitado","4","55","10","","","kg",
"2025-10-08 14:27:23","C","Panturrilha no leg press","1","8","16","","","kg",
"2025-10-08 14:27:23","C","Panturrilha no leg press","2","8","15","","","kg",
"2025-10-08 14:27:23","C","Panturrilha no leg press","3","8","15","","","kg",
"2025-10-08 14:27:23","C","Panturrilha no leg press","4","8","15","","","kg",
"2025-10-14 14:50:39","A","Supino reto com halteres","1","18","18","","","kg",
"2025-10-14 14:50:39","A","Supino reto com halteres","2","20","12","","","kg",
"2025-10-14 14:50:39","A","Supino reto com halteres","3","20","11","","","kg",
"2025-10-14 14:50:39","A","Supino reto com halteres","4","20","10","","","kg",
"2025-10-14 14:50:39","A","Supino inclinado com halteres","1","14","9","","","kg",
"2025-10-14 14:50:39","A","Supino inclinado com halteres","2","14","9","","","kg",
"2025-10-14 14:50:39","A","Supino inclinado com halteres","3","14","9","","","kg",
"2025-10-14 14:50:39","A","Supino inclinado com halteres","4","14","8","","","kg",
"2025-10-14 14:50:39","A","Crucifixo na máquina","1","10","11","","","kg",
"2025-10-14 14:50:39","A","Crucifixo na máquina","2","10","10","","","kg",
"2025-10-14 14:50:39","A","Crucifixo na máquina","3","9","9","","","kg",
"2025-10-14 14:50:39","A","Crucifixo na máquina","4","9","8","","","kg",
"2025-10-14 14:50:39","A","Elevação frontal com halteres","1","7","12","","","kg",
"2025-10-14 14:50:39","A","Elevação frontal com halteres","2","7","11","","","kg",
"2025-10-14 14:50:39","A","Elevação frontal com halteres","3","7","10","","","kg",
"2025-10-14 14:50:39","A","Elevação frontal com halteres","4","7","10","","","kg",
"2025-10-14 14:50:39","A","Mergulho de tríceps assistido","1","0","6","","","kg",
"2025-10-14 14:50:39","A","Mergulho de tríceps assistido","2","0","5","","","kg",
"2025-10-14 14:50:39","A","Mergulho de tríceps assistido","3","0","5","","","kg",
"2025-10-14 14:50:39","A","Mergulho de tríceps assistido","4","0","4","","","kg",
"2025-10-14 14:50:39","A","Tríceps pulley na polia alta","1","6","12","","","kg",
"2025-10-14 14:50:39","A","Tríceps pulley na polia alta","2","6","11","","","kg",
"2025-10-14 14:50:39","A","Tríceps pulley na polia alta","3","6","9","","","kg",
"2025-10-14 14:50:39","A","Tríceps pulley na polia alta","4","6","8","","","kg",
"2025-10-16 15:01:26","B","Puxada aberta frontal","1","11","14","","","kg",
"2025-10-16 15:01:26","B","Puxada aberta frontal","2","11","15","","","kg",
"2025-10-16 15:01:26","B","Puxada aberta frontal","3","11","12","","","kg",
"2025-10-16 15:01:26","B","Puxada aberta frontal","4","11","12","","","kg",
"2025-10-16 15:01:26","B","Remada na polia sentado","1","11","11","","","kg",
"2025-10-16 15:01:26","B","Remada na polia sentado","2","11","10","","","kg",
"2025-10-16 15:01:26","B","Remada na polia sentado","3","11","10","","","kg",
"2025-10-16 15:01:26","B","Remada na polia sentado","4","11","9","","","kg",
"2025-10-16 15:01:26","B","Puxada pela frente neutra","1","10","10","","","kg",
"2025-10-16 15:01:26","B","Puxada pela frente neutra","2","10","10","","","kg",
"2025-10-16 15:01:26","B","Puxada pela frente neutra","3","10","9","","","kg",
"2025-10-16 15:01:26","B","Puxada pela frente neutra","4","10","9","","","kg",
"2025-10-16 15:01:26","B","Elevação lateral com halteres","1","7","13","","","kg",
"2025-10-16 15:01:26","B","Elevação lateral com halteres","2","7","12","","","kg",
"2025-10-16 15:01:26","B","Elevação lateral com halteres","3","7","11","","","kg",
"2025-10-16 15:01:26","B","Elevação lateral com halteres","4","7","10","","","kg",
"2025-10-16 15:01:26","B","Rosca direta com barra reta","1","15","13","","","kg",
"2025-10-16 15:01:26","B","Rosca direta com barra reta","2","15","11","","","kg",
"2025-10-16 15:01:26","B","Rosca direta com barra reta","3","15","10","","","kg",
"2025-10-16 15:01:26","B","Rosca direta com barra reta","4","15","9","","","kg",
"2025-10-16 15:01:26","B","Rosca alternada com halter","1","7","9","","","kg",
"2025-10-16 15:01:26","B","Rosca alternada com halter","2","7","8","","","kg",
"2025-10-16 15:01:26","B","Rosca alternada com halter","3","7","8","","","kg",
"2025-10-16 15:01:26","B","Rosca alternada com halter","4","7","8","","","kg",
"2025-10-20 14:43:24","A","Supino reto com halteres","1","20","17","","","kg",
"2025-10-20 14:43:24","A","Supino reto com halteres","2","20","12","","","kg",
"2025-10-20 14:43:24","A","Supino reto com halteres","3","20","11","","","kg",
"2025-10-20 14:43:24","A","Supino reto com halteres","4","20","10","","","kg",
"2025-10-20 14:43:24","A","Supino inclinado com halteres","1","14","8","","","kg",
"2025-10-20 14:43:24","A","Supino inclinado com halteres","2","14","8","","","kg",
"2025-10-20 14:43:24","A","Supino inclinado com halteres","3","14","8","","","kg",
"2025-10-20 14:43:24","A","Supino inclinado com halteres","4","14","9","","","kg",
"2025-10-20 14:43:24","A","Crucifixo na máquina","1","10","11","","","kg",
"2025-10-20 14:43:24","A","Crucifixo na máquina","2","10","10","","","kg",
"2025-10-20 14:43:24","A","Crucifixo na máquina","3","10","8","","","kg",
"2025-10-20 14:43:24","A","Crucifixo na máquina","4","10","8","","","kg",
"2025-10-20 14:43:24","A","Elevação frontal com halteres","1","7","12","","","kg",
"2025-10-20 14:43:24","A","Elevação frontal com halteres","2","7","11","","","kg",
"2025-10-20 14:43:24","A","Elevação frontal com halteres","3","7","10","","","kg",
"2025-10-20 14:43:24","A","Elevação frontal com halteres","4","7","10","","","kg",
"2025-10-20 14:43:24","A","Mergulho de tríceps assistido","1","0","7","","","kg",
"2025-10-20 14:43:24","A","Mergulho de tríceps assistido","2","0","6","","","kg",
"2025-10-20 14:43:24","A","Mergulho de tríceps assistido","3","0","5","","","kg",
"2025-10-20 14:43:24","A","Mergulho de tríceps assistido","4","0","5","","","kg",
"2025-10-20 14:43:24","A","Tríceps pulley na polia alta","1","6","12","","","kg",
"2025-10-20 14:43:24","A","Tríceps pulley na polia alta","2","6","11","","","kg",
"2025-10-20 14:43:24","A","Tríceps pulley na polia alta","3","6","9","","","kg",
"2025-10-20 14:43:24","A","Tríceps pulley na polia alta","4","6","9","","","kg",
"2025-10-21 14:41:27","B","Puxada aberta frontal","1","11","15","","","kg",
"2025-10-21 14:41:27","B","Puxada aberta frontal","2","11","14","","","kg",
"2025-10-21 14:41:27","B","Puxada aberta frontal","3","11","13","","","kg",
"2025-10-21 14:41:27","B","Puxada aberta frontal","4","11","12","","","kg",
"2025-10-21 14:41:27","B","Remada na polia sentado","1","11","11","","","kg",
